"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31"
"SZAXPI015210.17","SZAXPI015247.35","SZAXPI015255.46","SZAXPI015261.75","SZAXPI015270.90","SZAXPI015242.30","SZAXPI015265.88","SZAXPI015233.19","0.00451348601346443","0.00682320621334151","0.00800009575197351","0.00932963083390695","0.012136253457624","0.0127749721292124","0.0144662042840243","SZAXPI015211.166","SZAXPI003437.3","SZAXPI017457.24","SZAXPI003421.5","SZAXPI017462.33","SZAXPI017461.32","SZAXPI003425.1","SZAXPI003423.8","0.00390534777810211","0.00490060796234419","0.00666712460377734","0.00707774355793467","0.00824078092374686","0.00853791983451039","0.0104041064408069","0.0114092233463747"
"SZAXPI015214.19","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015256.47","SZAXPI015266.89","SZAXPI015272.108","SZAXPI015246.34","SZAXPI015238.24","0.00454316198153358","0.00573481456639115","0.00698817778305237","0.0113929030712597","0.0137295745417834","0.0290984595170405","0.0348988458562648","SZAXPI017464.37","SZAXPI003416.4","SZAXPI003418.8","SZAXPI017583.102","SZAXPI017582.94","SZAXPI015219.129","SZAXPI003431.1","SZAXPI017585.109","0.00438779848639513","0.00549638867079775","0.00782266845080262","0.00926893890700824","0.0144610734940302","0.017631250524346","0.0179447880507111","0.0193620459947581"
"SZAXPI015215.20","SZAXPI015268.109","SZAXPI015230.16","SZAXPI017592.142","SZAXPI015241.27","SZAXPI015257.56","SZAXPI015250.39","SZAXPI015258.57","0.00543040411752548","0.00664584597637753","0.0144224604266114","0.0214518405725493","0.0281877631308775","0.0281920053573554","0.0292121975265836","SZAXPI003420.4","SZAXPI017466.84","SZAXPI017453.19","SZAXPI017580.90","SZAXPI017456.23","SZAXPI017467.87","SZAXPI015217.140","SZAXPI017452.17","0.00719256335227999","0.0149222222484753","0.0162317463602091","0.0172010787723652","0.0196840180725355","0.0205168704213071","0.0214259277141976","0.023694867018084"
"SZAXPI015216.169","SZAXPI015234.20","SZAXPI015245.33","SZAXPI015244.32","SZAXPI015227.13","SZAXPI015235.21","SZAXPI015253.44","SZAXPI015264.87","0.0108970433369624","0.0112046228960858","0.0141639878370258","0.0147534824304685","0.0195120375541902","0.0207408594925168","0.024786520126571","SZAXPI003413.4","SZAXPI003435.11","SZAXPI017460.27","SZAXPI015225.18","SZAXPI003411.6","SZAXPI015220.136","SZAXPI017593.158","SZAXPI017581.93","0.00378903928269708","0.00515064310127304","0.00649906700033286","0.00739101694197422","0.0130805754560177","0.020365703015673","0.0280163519720647","0.0308510651133554"
"SZAXPI015219.129","SZAXPI015272.108","SZAXPI015266.89","SZAXPI015243.31","SZAXPI003429.3","SZAXPI015246.34","SZAXPI015240.26","SZAXPI015274.111","0.00406082730509476","0.00703446221055389","0.0128862725094038","0.0131854874220004","0.013312489643842","0.0193331550650734","0.0210408725218701","SZAXPI003431.1","SZAXPI017585.109","SZAXPI003434.7","SZAXPI003414.3","SZAXPI003416.4","SZAXPI017464.37","SZAXPI015214.19","SZAXPI017455.21","0.00192037584414469","0.00366045121793761","0.00824619589159539","0.00912667350178243","0.0123002592790794","0.0133779285309343","0.017631250524346","0.0204849590928046"
"SZAXPI015220.136","SZAXPI015235.21","SZAXPI015245.33","SZAXPI015264.87","SZAXPI015234.20","SZAXPI015258.57","SZAXPI015227.13","SZAXPI015244.32","0.00691780870721868","0.0092165064381548","0.0101647847032961","0.0299231222889451","0.0312444223294164","0.0331858207070673","0.0339692895899655","SZAXPI017581.93","SZAXPI017593.158","SZAXPI003411.6","SZAXPI003413.4","SZAXPI015216.169","SZAXPI003435.11","SZAXPI017460.27","SZAXPI015223.158","0.0112200497391318","0.0119230500864993","0.0190206590838276","0.0191590822375392","0.020365703015673","0.0209151718761894","0.0221929012624118","0.0262769026370784"
"SZAXPI015221.142","SZAXPI015259.62","SZAXPI015231.17","SZAXPI015252.43","SZAXPI015251.41","SZAXPI015212.113","SZAXPI015262.79","SZAXPI015248.36","0.0096843380904862","0.00986752534555243","0.0104679597041383","0.0116643586911075","0.0130698570902288","0.0153203866220009","0.0167689543858418","SZAXPI017586.111","SZAXPI017463.36","SZAXPI017468.88","SZAXPI017594.166","SZAXPI003424.12","SZAXPI003409.8","SZAXPI017584.108","SZAXPI003422.11","0.00464189281971329","0.00509640687657594","0.00629441682754374","0.00774119575645237","0.00885354703065892","0.0126498708005749","0.0138695885209025","0.0176842428200687"
"SZAXPI015222.123","SZAXPI015228.14","SZAXPI015254.45","SZAXPI003419.6","SZAXPI015274.111","SZAXPI015240.26","SZAXPI015233.19","SZAXPI003433.7","0.00384809092437651","0.00418427733383069","0.0137339809972765","0.0158271358888351","0.0182022596440679","0.0226379899274152","0.0246009457708426","SZAXPI017454.20","SZAXPI017587.113","SZAXPI017588.123","SZAXPI003415.12","SZAXPI003428.6","SZAXPI017459.26","SZAXPI017455.21","SZAXPI017458.25","0.00292080214932141","0.0112759207693342","0.0150307886524586","0.0159836914841925","0.0169434701324531","0.0188781807643521","0.01953942489335","0.0218181163925407"
"SZAXPI015224.13","SZAXPI015250.39","SZAXPI015248.36","SZAXPI015257.56","SZAXPI015252.43","SZAXPI015231.17","SZAXPI015262.79","SZAXPI015251.41","0.00491252672828764","0.00549546545974504","0.00624009398626052","0.00809329698503502","0.00822942911492742","0.00861639289854481","0.00898196520560439","SZAXPI003412.1","SZAXPI003422.11","SZAXPI003409.8","SZAXPI017452.17","SZAXPI003410.3","SZAXPI015217.140","SZAXPI017467.87","SZAXPI017456.23","0.00285276216944438","0.00495838145417892","0.00585661349582229","0.00737629931309305","0.00835773834212814","0.0101983666398345","0.0103501027188066","0.0114146018157071"
"SZAXPI015225.18","SZAXPI015234.20","SZAXPI015244.32","SZAXPI015227.13","SZAXPI015253.44","SZAXPI015245.33","SZAXPI015249.37","SZAXPI015235.21","0.00375185927760425","0.00690244912363243","0.00766407010197978","0.0133892520707254","0.018158244686035","0.020418928022334","0.0268297206908749","SZAXPI003435.11","SZAXPI015216.169","SZAXPI003413.4","SZAXPI017460.27","SZAXPI003411.6","SZAXPI015220.136","SZAXPI017593.158","SZAXPI017581.93","0.00690356459471677","0.00739101694197422","0.0105656282011224","0.0113317888347078","0.0147708868357379","0.0271327223177103","0.0353616733837526","0.0379034717824806"
"SZAXPI015237.23","SZAXPI015238.24","SZAXPI015232.18","SZAXPI015260.74","SZAXPI015256.47","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015266.89","0.0127487267645826","0.0175105170654764","0.0249917291143452","0.0277114027121337","0.0384203297365846","0.0394035725825107","0.0453579607114213","SZAXPI003427.1","SZAXPI017582.94","SZAXPI015209.133","SZAXPI017583.102","SZAXPI003418.8","SZAXPI015214.19","SZAXPI017464.37","SZAXPI003416.4","0.0139257928101691","0.0201113479082287","0.0227225468557647","0.0271019949604696","0.0282642825415506","0.0340143265599696","0.0382689234768337","0.0391032030345682"
"SZAXPI017454.20","SZAXPI015254.45","SZAXPI015228.14","SZAXPI003419.6","SZAXPI015274.111","SZAXPI015240.26","SZAXPI015233.19","SZAXPI015246.34","0.00291046637153483","0.00450355232470065","0.0127318241019449","0.0145531080267716","0.0171371983115925","0.0241601756373407","0.0245817710371759","SZAXPI015222.123","SZAXPI017587.113","SZAXPI017588.123","SZAXPI003428.6","SZAXPI017455.21","SZAXPI003415.12","SZAXPI017459.26","SZAXPI017458.25","0.00292080214932141","0.0121478983182314","0.0135215622718906","0.0150603379477065","0.0172992699714213","0.0176229798872665","0.0204447235907225","0.0233420063287158"
"SZAXPI017455.21","SZAXPI015246.34","SZAXPI015274.111","SZAXPI003419.6","SZAXPI015240.26","SZAXPI015254.45","SZAXPI015228.14","SZAXPI015272.108","0.00804823071686311","0.0109517400443671","0.0123914393526044","0.0125982735703853","0.0156113326987403","0.0183401742289385","0.0241577644442236","SZAXPI017588.123","SZAXPI003434.7","SZAXPI003428.6","SZAXPI017454.20","SZAXPI003414.3","SZAXPI015222.123","SZAXPI003431.1","SZAXPI015219.129","0.00928424230776488","0.0145403080882733","0.0172131070816162","0.0172992699714213","0.0183904304816489","0.01953942489335","0.019545703924212","0.0204849590928046"
"SZAXPI017457.24","SZAXPI015261.75","SZAXPI015270.90","SZAXPI015247.35","SZAXPI015255.46","SZAXPI015265.88","SZAXPI015242.30","SZAXPI015273.95","0.00353944908955168","0.00499264395866236","0.00681731401843873","0.00804581164891686","0.0120494391791827","0.0155115917291215","0.0169387786366354","SZAXPI015211.166","SZAXPI003423.8","SZAXPI015210.17","SZAXPI017461.32","SZAXPI003425.1","SZAXPI003421.5","SZAXPI017462.33","SZAXPI003437.3","0.00381077251881656","0.0057558143688641","0.00666712460377734","0.00706501459467951","0.00840994087305298","0.0084782410021259","0.00991215889490885","0.0110900222616758"
"SZAXPI017458.25","SZAXPI015233.19","SZAXPI015242.30","SZAXPI015255.46","SZAXPI015265.88","SZAXPI015247.35","SZAXPI003433.7","SZAXPI015261.75","0.000981193733133879","0.00360026782650688","0.0111869176405749","0.0113226892009535","0.0124025560431964","0.0129794599839447","0.0171551777439261","SZAXPI017459.26","SZAXPI003415.12","SZAXPI017462.33","SZAXPI003421.5","SZAXPI017587.113","SZAXPI017461.32","SZAXPI003425.1","SZAXPI015210.17","0.0030503687907331","0.00617223086376663","0.00940665931681415","0.0107525282053501","0.0119969642324077","0.0134878445055252","0.0138249414719701","0.015255293887847"
"SZAXPI017459.26","SZAXPI015233.19","SZAXPI015242.30","SZAXPI015265.88","SZAXPI003433.7","SZAXPI015255.46","SZAXPI015247.35","SZAXPI015261.75","0.0038492611791366","0.00610101962166301","0.0124841133159988","0.0129352634676498","0.0135320820114824","0.0149911575001015","0.0193162177895268","SZAXPI017458.25","SZAXPI003415.12","SZAXPI017587.113","SZAXPI017462.33","SZAXPI003421.5","SZAXPI017461.32","SZAXPI003425.1","SZAXPI015211.166","0.0030503687907331","0.00344835837917696","0.0093979927966752","0.0116522370629519","0.0130808018304693","0.0154785094421085","0.0155312880352713","0.0180662160677838"
"SZAXPI017460.27","SZAXPI015245.33","SZAXPI015234.20","SZAXPI015244.32","SZAXPI015227.13","SZAXPI015235.21","SZAXPI015253.44","SZAXPI015264.87","0.0134434147532598","0.0150150080606582","0.0168216582004501","0.0188963316295954","0.0192667764794267","0.0233554520079015","0.0238794847030569","SZAXPI003413.4","SZAXPI015216.169","SZAXPI015225.18","SZAXPI003435.11","SZAXPI003411.6","SZAXPI015220.136","SZAXPI017593.158","SZAXPI017581.93","0.00389864182230374","0.00649906700033286","0.0113317888347078","0.0115983983459543","0.0193535580774027","0.0221929012624118","0.0271727652471517","0.0314565155565282"
"SZAXPI017461.32","SZAXPI015255.46","SZAXPI015261.75","SZAXPI015247.35","SZAXPI015265.88","SZAXPI015242.30","SZAXPI003433.7","SZAXPI015270.90","0.00318900970321033","0.004074816151386","0.00459079538067989","0.00510377893937379","0.00998894031665783","0.0102047679237502","0.0120055655845661","SZAXPI003425.1","SZAXPI003421.5","SZAXPI017462.33","SZAXPI015211.166","SZAXPI003423.8","SZAXPI017457.24","SZAXPI015210.17","SZAXPI003437.3","0.00200722835453984","0.00345318615528008","0.00429910416385984","0.00532165092384355","0.00628284509256524","0.00706501459467951","0.00853791983451039","0.0130764188115544"
"SZAXPI017462.33","SZAXPI015255.46","SZAXPI015247.35","SZAXPI015265.88","SZAXPI015242.30","SZAXPI015261.75","SZAXPI015233.19","SZAXPI003433.7","0.00206214072214121","0.00405057984236898","0.0052377908363647","0.0058684617813905","0.00776990622993168","0.00881313693976042","0.0101912181944848","SZAXPI003421.5","SZAXPI017461.32","SZAXPI003425.1","SZAXPI015211.166","SZAXPI015210.17","SZAXPI017458.25","SZAXPI017457.24","SZAXPI003423.8","0.00168026898663698","0.00429910416385984","0.00525430933466283","0.00678112554726621","0.00824078092374686","0.00940665931681415","0.00991215889490885","0.0104847775893736"
"SZAXPI017463.36","SZAXPI015259.62","SZAXPI015212.113","SZAXPI015231.17","SZAXPI015270.90","SZAXPI015252.43","SZAXPI015273.95","SZAXPI015251.41","0.00830181278210909","0.0110663517875191","0.0147338804005556","0.0148072249709994","0.0149296765872996","0.0162219222947862","0.0166686241436572","SZAXPI017468.88","SZAXPI015221.142","SZAXPI017584.108","SZAXPI017594.166","SZAXPI017586.111","SZAXPI003424.12","SZAXPI003409.8","SZAXPI017457.24","0.00348123498388545","0.00509640687657594","0.008930793742707","0.00940315433775764","0.009598312342069","0.0121662561748481","0.0173098162377614","0.0197280859257543"
"SZAXPI017464.37","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015266.89","SZAXPI015272.108","SZAXPI015256.47","SZAXPI015246.34","SZAXPI015240.26","0.000832715522902044","0.00282551081660115","0.00713923868024821","0.00948716027663437","0.0111634701293303","0.0248841440249178","0.0326084504311666","SZAXPI003416.4","SZAXPI015214.19","SZAXPI003418.8","SZAXPI017583.102","SZAXPI015219.129","SZAXPI003431.1","SZAXPI017585.109","SZAXPI017582.94","0.00185536520081565","0.00438779848639513","0.0117927993252914","0.0126867356738212","0.0133779285309343","0.0136466317975169","0.0152605779525311","0.0185365962087275"
"SZAXPI017468.88","SZAXPI015259.62","SZAXPI015212.113","SZAXPI015273.95","SZAXPI015252.43","SZAXPI015231.17","SZAXPI015270.90","SZAXPI015251.41","0.00493223471932092","0.00772648287573889","0.0134328838123106","0.0141918372577625","0.014668746403541","0.0149042327415531","0.017402276048323","SZAXPI017463.36","SZAXPI015221.142","SZAXPI017594.166","SZAXPI017584.108","SZAXPI017586.111","SZAXPI003424.12","SZAXPI003409.8","SZAXPI017457.24","0.00348123498388545","0.00629441682754374","0.00710613360086585","0.00863433911192092","0.0100561536863485","0.0105770083408081","0.0167697816497217","0.0198055895680165"
"SZAXPI017581.93","SZAXPI015264.87","SZAXPI015235.21","SZAXPI015245.33","SZAXPI015258.57","SZAXPI015241.27","SZAXPI017592.142","SZAXPI015234.20","0.00943255290337598","0.0123178656467527","0.0197777001194254","0.0200938464071336","0.028030818271736","0.0375945339683645","0.0408522412318221","SZAXPI017593.158","SZAXPI015220.136","SZAXPI015223.158","SZAXPI003436.7","SZAXPI017589.133","SZAXPI015213.15","SZAXPI015226.14","SZAXPI003413.4","0.00749348433913734","0.0112200497391318","0.0152715161003856","0.020311223250937","0.0233212120244327","0.0236330918540845","0.0251445505003173","0.0290161925867368"
"SZAXPI017582.94","SZAXPI015256.47","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015238.24","SZAXPI015266.89","SZAXPI015272.108","SZAXPI015232.18","0.00953364816907534","0.0186741470287396","0.0199195510362916","0.0241599633014214","0.0256113192769429","0.0272979754627298","0.037045599699798","SZAXPI017583.102","SZAXPI003418.8","SZAXPI015214.19","SZAXPI017464.37","SZAXPI003416.4","SZAXPI015237.23","SZAXPI015219.129","SZAXPI003431.1","0.00711390003104999","0.0111085362274602","0.0144610734940302","0.0185365962087275","0.0192104248950614","0.0201113479082287","0.0312082236652167","0.0318130482965913"
"SZAXPI017583.102","SZAXPI015256.47","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015266.89","SZAXPI015272.108","SZAXPI015238.24","SZAXPI015246.34","0.00810934943128422","0.0127908083294548","0.0143810673786365","0.019476445258249","0.0206911632815462","0.0309071064015488","0.0371257430738053","SZAXPI017582.94","SZAXPI015214.19","SZAXPI003418.8","SZAXPI017464.37","SZAXPI003416.4","SZAXPI015219.129","SZAXPI017585.109","SZAXPI003431.1","0.00711390003104999","0.00926893890700824","0.0102465507595523","0.0126867356738212","0.0129920613981299","0.0245493979348656","0.0252828018428826","0.0252856114634395"
"SZAXPI017584.108","SZAXPI015270.90","SZAXPI015259.62","SZAXPI015212.113","SZAXPI015273.95","SZAXPI015261.75","SZAXPI015247.35","SZAXPI015255.46","0.00636613321954864","0.0108108920969914","0.0109180749627299","0.011412335696701","0.0145503830639827","0.0169036395640478","0.0187598115363012","SZAXPI017468.88","SZAXPI017463.36","SZAXPI017457.24","SZAXPI015221.142","SZAXPI015211.166","SZAXPI015210.17","SZAXPI017594.166","SZAXPI003423.8","0.00863433911192092","0.008930793742707","0.0112267760231036","0.0138695885209025","0.0139071689459085","0.0140281974327658","0.0152127550927844","0.0152301188759023"
"SZAXPI017585.109","SZAXPI015272.108","SZAXPI015266.89","SZAXPI015246.34","SZAXPI003429.3","SZAXPI015243.31","SZAXPI015240.26","SZAXPI015274.111","0.0061659404362098","0.00984329902933177","0.0146434010078884","0.0150692667461698","0.0150886736102471","0.0176936660760987","0.0197376866926997","SZAXPI015219.129","SZAXPI003431.1","SZAXPI003414.3","SZAXPI003434.7","SZAXPI003416.4","SZAXPI017464.37","SZAXPI015214.19","SZAXPI017588.123","0.00366045121793761","0.00495026361413483","0.0063741725616726","0.00710195041868406","0.0139933167655986","0.0152605779525311","0.0193620459947581","0.0204984105267636"
"SZAXPI017586.111","SZAXPI015231.17","SZAXPI015252.43","SZAXPI015251.41","SZAXPI015262.79","SZAXPI015259.62","SZAXPI015248.36","SZAXPI015257.56","0.00532682196124865","0.00642386205228102","0.00738628850324881","0.0111233195682608","0.0119827022564282","0.0128143027835293","0.0148356726681015","SZAXPI015221.142","SZAXPI003424.12","SZAXPI017594.166","SZAXPI003409.8","SZAXPI017463.36","SZAXPI017468.88","SZAXPI003422.11","SZAXPI015224.13","0.00464189281971329","0.00680657530674466","0.00797167883057251","0.00828175945728322","0.009598312342069","0.0100561536863485","0.0131371654559294","0.0134062765885964"
"SZAXPI017587.113","SZAXPI015233.19","SZAXPI015254.45","SZAXPI015228.14","SZAXPI015242.30","SZAXPI003433.7","SZAXPI015265.88","SZAXPI015255.46","0.0127965126741406","0.0145952299619185","0.0148903231389823","0.015381111939726","0.0198288975175273","0.021043542619137","0.0227893608357396","SZAXPI003415.12","SZAXPI017459.26","SZAXPI015222.123","SZAXPI017458.25","SZAXPI017454.20","SZAXPI003428.6","SZAXPI017462.33","SZAXPI003421.5","0.00753567140327291","0.0093979927966752","0.0112759207693342","0.0119969642324077","0.0121478983182314","0.0169643014864729","0.0209187792397963","0.0223577931401911"
"SZAXPI017588.123","SZAXPI015274.111","SZAXPI003419.6","SZAXPI015240.26","SZAXPI015254.45","SZAXPI015228.14","SZAXPI015246.34","SZAXPI015272.108","0.00200561565555831","0.0033483244421314","0.00467882411675895","0.0111396721206957","0.0123700877514514","0.0133773764514006","0.0254443899862382","SZAXPI017455.21","SZAXPI003434.7","SZAXPI017454.20","SZAXPI015222.123","SZAXPI003414.3","SZAXPI017585.109","SZAXPI003428.6","SZAXPI003431.1","0.00928424230776488","0.0134990996593331","0.0135215622718906","0.0150307886524586","0.0154884973996994","0.0204984105267636","0.0211494017023981","0.0212024244529733"
"SZAXPI017590.136","SZAXPI015267.102","SZAXPI015239.25","SZAXPI003417.4","SZAXPI015260.74","SZAXPI015232.18","SZAXPI015238.24","SZAXPI015229.15","0.00327000019518841","0.0125197170685867","0.013125656539104","0.0401037058936547","0.0456550757221554","0.0605852278612687","0.0866435742922533","SZAXPI017595.169","SZAXPI003426.11","SZAXPI015209.133","SZAXPI003427.1","SZAXPI017451.16","SZAXPI003432.12","SZAXPI015237.23","SZAXPI017582.94","0.0149314977298325","0.0167634747170551","0.0403850724684909","0.05048383311817","0.0567667028048046","0.0619068552724684","0.0630466282340526","0.0826310691623386"
"SZAXPI017593.158","SZAXPI015264.87","SZAXPI015235.21","SZAXPI015245.33","SZAXPI015258.57","SZAXPI015241.27","SZAXPI015234.20","SZAXPI017592.142","0.00332489899893465","0.00857741555066018","0.0178575337784011","0.0229111287300344","0.0312932537303435","0.0386794518729319","0.0414067321778155","SZAXPI017581.93","SZAXPI015220.136","SZAXPI015223.158","SZAXPI003436.7","SZAXPI017589.133","SZAXPI015213.15","SZAXPI003413.4","SZAXPI017460.27","0.00749348433913734","0.0119230500864993","0.0171906661331954","0.021458145049781","0.0248134154444201","0.0253299991594599","0.0254623374316726","0.0271727652471517"
"SZAXPI017594.166","SZAXPI015259.62","SZAXPI015212.113","SZAXPI015252.43","SZAXPI015231.17","SZAXPI015248.36","SZAXPI015251.41","SZAXPI015273.95","0.00545915679758017","0.00844341115608049","0.00869216862268674","0.0103742950928861","0.0131676809393469","0.0142663355157282","0.0156879126847286","SZAXPI003424.12","SZAXPI017468.88","SZAXPI015221.142","SZAXPI017586.111","SZAXPI017463.36","SZAXPI003409.8","SZAXPI017584.108","SZAXPI015224.13","0.00420068685593282","0.00710613360086585","0.00774119575645237","0.00797167883057251","0.00940315433775764","0.0114369367464318","0.0152127550927844","0.0165287508779382"
"SZAXPI017595.169","SZAXPI003417.4","SZAXPI015267.102","SZAXPI015239.25","SZAXPI015260.74","SZAXPI015232.18","SZAXPI015238.24","SZAXPI015256.47","0.00234544706416914","0.0124060390355311","0.01828430724838","0.0265895517814378","0.0311371630318107","0.0468971708236812","0.0742496743917753","SZAXPI003426.11","SZAXPI017590.136","SZAXPI015209.133","SZAXPI003427.1","SZAXPI015237.23","SZAXPI017582.94","SZAXPI017451.16","SZAXPI003418.8","0.00843416730664576","0.0149314977298325","0.0257606215349109","0.0362895603668723","0.0483824560318649","0.0681594511180773","0.06997896872966","0.0741235067685322"
