"AUC","Study","RepeatTimes","Fold","FeatureCount"
0.974358974358974,"PRJEB27928",6,1,20
0.967948717948718,"PRJEB27928",5,5,20
0.884615384615385,"PRJEB27928",5,4,20
0.980769230769231,"PRJEB27928",5,3,20
0.961538461538462,"PRJEB27928",5,2,20
0.923076923076923,"PRJEB27928",5,1,20
0.980769230769231,"PRJEB27928",4,5,20
0.980769230769231,"PRJEB27928",4,4,20
0.961538461538462,"PRJEB27928",4,3,20
1,"PRJEB27928",4,2,20
1,"PRJEB27928",4,1,20
0.923076923076923,"PRJEB27928",3,5,20
0.987179487179487,"PRJEB27928",3,4,20
0.987179487179487,"PRJEB27928",3,3,20
0.942307692307692,"PRJEB27928",3,2,20
0.92948717948718,"PRJEB27928",3,1,20
0.987179487179487,"PRJEB27928",2,5,20
0.935897435897436,"PRJEB27928",2,4,20
0.948717948717949,"PRJEB27928",2,3,20
0.830128205128205,"PRJEB27928",2,2,20
0.919871794871795,"PRJEB27928",2,1,20
0.935897435897436,"PRJEB27928",1,5,20
0.884615384615385,"PRJEB27928",1,4,20
0.932692307692308,"PRJEB27928",1,3,20
0.987179487179487,"PRJEB27928",1,2,20
0.990384615384615,"PRJEB27928",1,1,20
0.8125,"PRJDB4176",10,5,20
0.796875,"PRJDB4176",10,4,20
0.8125,"PRJDB4176",10,3,20
0.984375,"PRJDB4176",10,2,20
0.9375,"PRJDB4176",10,1,20
0.90625,"PRJDB4176",9,5,20
0.984375,"PRJDB4176",9,4,20
0.90625,"PRJDB4176",9,3,20
0.890625,"PRJDB4176",9,2,20
0.671875,"PRJDB4176",9,1,20
0.828125,"PRJDB4176",8,5,20
0.7890625,"PRJDB4176",8,4,20
0.90625,"PRJDB4176",8,3,20
0.953125,"PRJDB4176",8,2,20
0.78125,"PRJDB4176",8,1,20
0.828125,"PRJDB4176",7,5,20
0.859375,"PRJDB4176",7,4,20
0.9375,"PRJDB4176",7,3,20
0.75,"PRJDB4176",7,2,20
0.96875,"PRJDB4176",7,1,20
0.890625,"PRJDB4176",6,5,20
0.84375,"PRJDB4176",6,4,20
0.828125,"PRJDB4176",6,3,20
0.984375,"PRJDB4176",6,2,20
0.953125,"PRJDB4176",6,1,20
0.84375,"PRJDB4176",5,5,20
0.875,"PRJDB4176",5,4,20
0.9375,"PRJDB4176",5,3,20
0.96875,"PRJDB4176",5,2,20
0.65625,"PRJDB4176",5,1,20
0.734375,"PRJDB4176",4,5,20
0.828125,"PRJDB4176",4,4,20
0.96875,"PRJDB4176",4,3,20
0.9375,"PRJDB4176",4,2,20
0.921875,"PRJDB4176",4,1,20
0.921875,"PRJDB4176",3,5,20
0.78125,"PRJDB4176",3,4,20
0.90625,"PRJDB4176",3,3,20
0.7578125,"PRJDB4176",3,2,20
0.96875,"PRJDB4176",3,1,20
0.953125,"PRJDB4176",2,5,20
0.859375,"PRJDB4176",2,4,20
0.703125,"PRJDB4176",2,3,20
0.78125,"PRJDB4176",2,2,20
0.8125,"PRJDB4176",2,1,20
0.984375,"PRJDB4176",1,5,20
0.7734375,"PRJDB4176",1,4,20
0.953125,"PRJDB4176",1,3,20
0.953125,"PRJDB4176",1,2,20
0.90625,"PRJDB4176",1,1,20
0.833333333333333,"ZellerG_2014",10,5,20
0.848484848484849,"ZellerG_2014",10,4,20
0.715909090909091,"ZellerG_2014",10,3,20
0.725,"ZellerG_2014",10,2,20
0.733333333333333,"ZellerG_2014",10,1,20
0.818181818181818,"ZellerG_2014",9,5,20
0.853846153846154,"ZellerG_2014",9,4,20
0.931818181818182,"ZellerG_2014",9,3,20
0.95,"ZellerG_2014",9,2,20
0.716666666666667,"ZellerG_2014",9,1,20
0.829545454545455,"ZellerG_2014",8,5,20
0.841666666666667,"ZellerG_2014",8,4,20
0.818181818181818,"ZellerG_2014",8,3,20
0.746153846153846,"ZellerG_2014",8,2,20
0.808333333333334,"ZellerG_2014",8,1,20
0.856060606060606,"ZellerG_2014",7,5,20
0.84469696969697,"ZellerG_2014",7,4,20
0.882575757575758,"ZellerG_2014",7,3,20
0.993006993006993,"ZellerG_2014",7,2,20
0.829545454545455,"ZellerG_2014",7,1,20
0.891666666666667,"ZellerG_2014",6,5,20
0.727272727272727,"ZellerG_2014",6,4,20
0.848484848484849,"ZellerG_2014",6,3,20
0.916666666666667,"ZellerG_2014",6,2,20
0.818181818181818,"ZellerG_2014",6,1,20
0.841666666666667,"ZellerG_2014",5,5,20
0.905594405594406,"ZellerG_2014",5,4,20
0.920454545454546,"ZellerG_2014",5,3,20
0.870833333333333,"ZellerG_2014",5,2,20
0.783216783216783,"ZellerG_2014",5,1,20
0.924242424242424,"ZellerG_2014",4,5,20
0.991666666666667,"ZellerG_2014",4,4,20
0.85,"ZellerG_2014",4,3,20
0.916666666666667,"ZellerG_2014",4,2,20
0.7,"ZellerG_2014",4,1,20
0.916666666666667,"ZellerG_2014",3,5,20
0.893939393939394,"ZellerG_2014",3,4,20
0.893939393939394,"ZellerG_2014",3,3,20
0.772727272727273,"ZellerG_2014",3,2,20
0.969230769230769,"ZellerG_2014",3,1,20
0.647727272727273,"ZellerG_2014",2,5,20
0.829166666666667,"ZellerG_2014",2,4,20
0.958041958041958,"ZellerG_2014",2,3,20
0.818181818181818,"ZellerG_2014",2,2,20
0.953846153846154,"ZellerG_2014",2,1,20
0.919230769230769,"ZellerG_2014",1,5,20
0.757575757575758,"ZellerG_2014",1,4,20
0.893939393939394,"ZellerG_2014",1,3,20
0.795454545454546,"ZellerG_2014",1,2,20
0.874125874125874,"ZellerG_2014",1,1,20
0.953333333333333,"YuJ_2015",10,5,20
0.812121212121212,"YuJ_2015",10,4,20
0.866666666666667,"YuJ_2015",10,3,20
0.873333333333333,"YuJ_2015",10,2,20
0.890909090909091,"YuJ_2015",10,1,20
0.866666666666667,"YuJ_2015",9,5,20
0.773333333333333,"YuJ_2015",9,4,20
0.854545454545454,"YuJ_2015",9,3,20
0.906666666666667,"YuJ_2015",9,2,20
0.775757575757576,"YuJ_2015",9,1,20
0.8,"YuJ_2015",8,5,20
0.945454545454545,"YuJ_2015",8,4,20
0.98,"YuJ_2015",8,3,20
0.884848484848485,"YuJ_2015",8,2,20
0.933333333333333,"YuJ_2015",8,1,20
0.921212121212121,"YuJ_2015",7,5,20
0.787878787878788,"YuJ_2015",7,4,20
0.981818181818182,"YuJ_2015",7,3,20
0.833333333333333,"YuJ_2015",7,2,20
0.84,"YuJ_2015",7,1,20
0.86,"YuJ_2015",6,5,20
0.83030303030303,"YuJ_2015",6,4,20
0.753333333333333,"YuJ_2015",6,3,20
0.809090909090909,"YuJ_2015",6,2,20
0.860606060606061,"YuJ_2015",6,1,20
0.846666666666667,"YuJ_2015",5,5,20
0.881818181818182,"YuJ_2015",5,4,20
0.86,"YuJ_2015",5,3,20
0.981818181818182,"YuJ_2015",5,2,20
0.806666666666667,"YuJ_2015",5,1,20
0.98,"YuJ_2015",4,5,20
0.706060606060606,"YuJ_2015",4,4,20
0.884848484848485,"YuJ_2015",4,3,20
0.906666666666667,"YuJ_2015",4,2,20
0.853333333333333,"YuJ_2015",4,1,20
0.88,"YuJ_2015",3,5,20
0.833333333333333,"YuJ_2015",3,4,20
0.82,"YuJ_2015",3,3,20
0.818181818181818,"YuJ_2015",3,2,20
0.796666666666667,"YuJ_2015",3,1,20
0.83030303030303,"YuJ_2015",2,5,20
0.896969696969697,"YuJ_2015",2,4,20
0.866666666666667,"YuJ_2015",2,3,20
0.96,"YuJ_2015",2,2,20
0.903030303030303,"YuJ_2015",2,1,20
0.806666666666667,"YuJ_2015",1,5,20
0.826666666666667,"YuJ_2015",1,4,20
0.913333333333333,"YuJ_2015",1,3,20
0.873333333333333,"YuJ_2015",1,2,20
0.806666666666667,"YuJ_2015",1,1,20
0.636363636363636,"VogtmannE_2016",10,5,20
0.895454545454546,"VogtmannE_2016",10,4,20
0.78,"VogtmannE_2016",10,3,20
0.781818181818182,"VogtmannE_2016",10,2,20
0.661157024793388,"VogtmannE_2016",10,1,20
0.7,"VogtmannE_2016",9,5,20
0.851239669421488,"VogtmannE_2016",9,4,20
0.958677685950413,"VogtmannE_2016",9,3,20
0.677685950413223,"VogtmannE_2016",9,2,20
0.659090909090909,"VogtmannE_2016",9,1,20
0.809090909090909,"VogtmannE_2016",8,5,20
0.93,"VogtmannE_2016",8,4,20
0.627272727272727,"VogtmannE_2016",8,3,20
0.586363636363636,"VogtmannE_2016",8,2,20
0.781818181818182,"VogtmannE_2016",8,1,20
0.727272727272727,"VogtmannE_2016",7,5,20
0.809090909090909,"VogtmannE_2016",7,4,20
0.725,"VogtmannE_2016",7,3,20
0.86,"VogtmannE_2016",7,2,20
0.690909090909091,"VogtmannE_2016",7,1,20
0.868181818181818,"VogtmannE_2016",6,5,20
0.745454545454545,"VogtmannE_2016",6,4,20
0.7,"VogtmannE_2016",6,3,20
0.618181818181818,"VogtmannE_2016",6,2,20
0.65,"VogtmannE_2016",6,1,20
0.654545454545455,"VogtmannE_2016",5,5,20
0.83,"VogtmannE_2016",5,4,20
0.77,"VogtmannE_2016",5,3,20
0.68,"VogtmannE_2016",5,2,20
0.64,"VogtmannE_2016",5,1,20
0.644628099173554,"VogtmannE_2016",4,5,20
0.73,"VogtmannE_2016",4,4,20
0.854545454545454,"VogtmannE_2016",4,3,20
0.627272727272727,"VogtmannE_2016",4,2,20
0.945454545454545,"VogtmannE_2016",4,1,20
0.68,"VogtmannE_2016",3,5,20
0.8,"VogtmannE_2016",3,4,20
0.84,"VogtmannE_2016",3,3,20
0.826446280991736,"VogtmannE_2016",3,2,20
0.781818181818182,"VogtmannE_2016",3,1,20
0.836363636363636,"VogtmannE_2016",2,5,20
0.826446280991736,"VogtmannE_2016",2,4,20
0.83,"VogtmannE_2016",2,3,20
0.754545454545455,"VogtmannE_2016",2,2,20
0.745454545454545,"VogtmannE_2016",2,1,20
0.877272727272727,"VogtmannE_2016",1,5,20
0.8,"VogtmannE_2016",1,4,20
0.654545454545455,"VogtmannE_2016",1,3,20
0.83,"VogtmannE_2016",1,2,20
0.818181818181818,"VogtmannE_2016",1,1,20
0.972222222222222,"ThomasAM_2018b",10,5,20
0.914285714285714,"ThomasAM_2018b",10,4,20
1,"ThomasAM_2018b",10,3,20
0.944444444444445,"ThomasAM_2018b",10,2,20
0.933333333333333,"ThomasAM_2018b",10,1,20
1,"ThomasAM_2018b",9,5,20
0.944444444444445,"ThomasAM_2018b",9,4,20
0.888888888888889,"ThomasAM_2018b",9,3,20
0.857142857142857,"ThomasAM_2018b",9,2,20
0.833333333333333,"ThomasAM_2018b",9,1,20
0.866666666666667,"ThomasAM_2018b",8,5,20
1,"ThomasAM_2018b",8,4,20
0.861111111111111,"ThomasAM_2018b",8,3,20
0.916666666666667,"ThomasAM_2018b",8,2,20
0.866666666666667,"ThomasAM_2018b",8,1,20
0.642857142857143,"ThomasAM_2018b",7,5,20
0.833333333333333,"ThomasAM_2018b",7,4,20
0.888888888888889,"ThomasAM_2018b",7,3,20
1,"ThomasAM_2018b",7,2,20
0.944444444444445,"ThomasAM_2018b",7,1,20
0.916666666666667,"ThomasAM_2018b",6,5,20
0.766666666666667,"ThomasAM_2018b",6,4,20
1,"ThomasAM_2018b",6,3,20
1,"ThomasAM_2018b",6,2,20
0.944444444444445,"ThomasAM_2018b",6,1,20
0.833333333333333,"ThomasAM_2018b",5,5,20
0.885714285714286,"ThomasAM_2018b",5,4,20
0.857142857142857,"ThomasAM_2018b",5,3,20
0.777777777777778,"ThomasAM_2018b",5,2,20
0.845238095238095,"ThomasAM_2018b",5,1,20
0.966666666666667,"ThomasAM_2018b",4,5,20
0.916666666666667,"ThomasAM_2018b",4,4,20
0.944444444444445,"ThomasAM_2018b",4,3,20
0.916666666666667,"ThomasAM_2018b",4,2,20
0.95,"ThomasAM_2018b",4,1,20
0.833333333333333,"ThomasAM_2018b",3,5,20
0.966666666666667,"ThomasAM_2018b",3,4,20
1,"ThomasAM_2018b",3,3,20
1,"ThomasAM_2018b",3,2,20
1,"ThomasAM_2018b",3,1,20
0.771428571428571,"ThomasAM_2018b",2,5,20
0.714285714285714,"ThomasAM_2018b",2,4,20
0.880952380952381,"ThomasAM_2018b",2,3,20
0.952380952380952,"ThomasAM_2018b",2,2,20
0.952380952380952,"ThomasAM_2018b",2,1,20
0.657142857142857,"ThomasAM_2018b",1,5,20
0.833333333333333,"ThomasAM_2018b",1,4,20
0.952380952380952,"ThomasAM_2018b",1,3,20
0.952380952380952,"ThomasAM_2018b",1,2,20
1,"ThomasAM_2018b",1,1,20
0.933333333333333,"ThomasAM_2018a",10,5,20
0.8,"ThomasAM_2018a",10,4,20
0.8,"ThomasAM_2018a",10,3,20
0.64,"ThomasAM_2018a",10,2,20
0.9,"ThomasAM_2018a",10,1,20
1,"ThomasAM_2018a",9,5,20
0.916666666666667,"ThomasAM_2018a",9,4,20
0.8,"ThomasAM_2018a",9,3,20
1,"ThomasAM_2018a",9,2,20
1,"ThomasAM_2018a",9,1,20
0.7,"ThomasAM_2018a",8,5,20
1,"ThomasAM_2018a",8,4,20
0.8,"ThomasAM_2018a",8,3,20
0.766666666666667,"ThomasAM_2018a",8,2,20
0.604166666666667,"ThomasAM_2018a",8,1,20
0.833333333333333,"ThomasAM_2018a",7,5,20
1,"ThomasAM_2018a",7,4,20
0.566666666666667,"ThomasAM_2018a",7,3,20
0.666666666666667,"ThomasAM_2018a",7,2,20
0.85,"ThomasAM_2018a",7,1,20
1,"ThomasAM_2018a",6,5,20
0.791666666666667,"ThomasAM_2018a",6,4,20
0.7,"ThomasAM_2018a",6,3,20
0.958333333333333,"ThomasAM_2018a",6,2,20
0.633333333333333,"ThomasAM_2018a",6,1,20
0.7,"ThomasAM_2018a",5,5,20
0.566666666666667,"ThomasAM_2018a",5,4,20
0.666666666666667,"ThomasAM_2018a",5,3,20
0.733333333333333,"ThomasAM_2018a",5,2,20
0.958333333333333,"ThomasAM_2018a",5,1,20
0.633333333333333,"ThomasAM_2018a",4,5,20
0.916666666666667,"ThomasAM_2018a",4,4,20
0.8,"ThomasAM_2018a",4,3,20
0.958333333333333,"ThomasAM_2018a",4,2,20
0.9,"ThomasAM_2018a",4,1,20
0.72,"ThomasAM_2018a",3,5,20
0.866666666666667,"ThomasAM_2018a",3,4,20
0.666666666666667,"ThomasAM_2018a",3,3,20
0.75,"ThomasAM_2018a",3,2,20
0.866666666666667,"ThomasAM_2018a",3,1,20
0.4,"ThomasAM_2018a",2,5,20
0.958333333333333,"ThomasAM_2018a",2,4,20
0.9,"ThomasAM_2018a",2,3,20
0.958333333333333,"ThomasAM_2018a",2,2,20
0.875,"ThomasAM_2018a",2,1,20
0.75,"ThomasAM_2018a",1,5,20
0.75,"ThomasAM_2018a",1,4,20
0.666666666666667,"ThomasAM_2018a",1,3,20
0.633333333333333,"ThomasAM_2018a",1,2,20
1,"ThomasAM_2018a",1,1,20
0.861111111111111,"FengQ_2015",10,5,20
0.969230769230769,"FengQ_2015",10,4,20
0.791666666666667,"FengQ_2015",10,3,20
0.944444444444445,"FengQ_2015",10,2,20
0.888888888888889,"FengQ_2015",10,1,20
0.990740740740741,"FengQ_2015",9,5,20
0.961538461538462,"FengQ_2015",9,4,20
0.914529914529915,"FengQ_2015",9,3,20
1,"FengQ_2015",9,2,20
0.888888888888889,"FengQ_2015",9,1,20
0.981481481481482,"FengQ_2015",8,5,20
0.898148148148148,"FengQ_2015",8,4,20
0.965811965811966,"FengQ_2015",8,3,20
0.863247863247863,"FengQ_2015",8,2,20
0.982905982905983,"FengQ_2015",8,1,20
0.949074074074074,"FengQ_2015",7,5,20
0.972222222222222,"FengQ_2015",7,4,20
0.916666666666667,"FengQ_2015",7,3,20
0.962962962962963,"FengQ_2015",7,2,20
0.953703703703704,"FengQ_2015",7,1,20
0.953703703703704,"FengQ_2015",6,5,20
0.974358974358974,"FengQ_2015",6,4,20
0.935185185185185,"FengQ_2015",6,3,20
0.944444444444445,"FengQ_2015",6,2,20
0.941666666666667,"FengQ_2015",6,1,20
1,"FengQ_2015",5,5,20
0.841666666666667,"FengQ_2015",5,4,20
0.948717948717949,"FengQ_2015",5,3,20
0.991666666666667,"FengQ_2015",5,2,20
0.916666666666667,"FengQ_2015",5,1,20
1,"FengQ_2015",4,5,20
0.85,"FengQ_2015",4,4,20
0.87037037037037,"FengQ_2015",4,3,20
0.972222222222222,"FengQ_2015",4,2,20
1,"FengQ_2015",4,1,20
0.941666666666667,"FengQ_2015",3,5,20
0.939814814814815,"FengQ_2015",3,4,20
0.933333333333333,"FengQ_2015",3,3,20
0.953703703703704,"FengQ_2015",3,2,20
0.915384615384615,"FengQ_2015",3,1,20
0.957264957264957,"FengQ_2015",2,5,20
0.981481481481482,"FengQ_2015",2,4,20
0.931623931623932,"FengQ_2015",2,3,20
0.816666666666667,"FengQ_2015",2,2,20
0.923076923076923,"FengQ_2015",2,1,20
0.915384615384615,"FengQ_2015",1,5,20
0.916666666666667,"FengQ_2015",1,4,20
1,"FengQ_2015",1,3,20
0.972222222222222,"FengQ_2015",1,2,20
0.902777777777778,"FengQ_2015",1,1,20
0.942307692307692,"PRJEB27928",10,5,10
0.980769230769231,"PRJEB27928",10,4,10
0.935897435897436,"PRJEB27928",10,3,10
0.974358974358974,"PRJEB27928",10,2,10
0.958333333333333,"PRJEB27928",10,1,10
0.967948717948718,"PRJEB27928",9,5,10
0.974358974358974,"PRJEB27928",9,4,10
0.974358974358974,"PRJEB27928",9,3,10
1,"PRJEB27928",9,2,10
0.961538461538462,"PRJEB27928",9,1,10
0.842948717948718,"PRJEB27928",8,5,10
0.955128205128205,"PRJEB27928",8,4,10
0.955128205128205,"PRJEB27928",8,3,10
0.881410256410256,"PRJEB27928",8,2,10
0.974358974358974,"PRJEB27928",8,1,10
0.939102564102564,"PRJEB27928",7,5,10
0.993589743589744,"PRJEB27928",7,4,10
0.948717948717949,"PRJEB27928",7,3,10
0.935897435897436,"PRJEB27928",7,2,10
0.948717948717949,"PRJEB27928",7,1,10
1,"PRJEB27928",6,5,10
0.987179487179487,"PRJEB27928",6,4,10
0.926282051282051,"PRJEB27928",6,3,10
1,"PRJEB27928",6,2,10
1,"PRJEB27928",6,1,10
0.865384615384615,"PRJEB27928",5,5,10
1,"PRJEB27928",5,4,10
0.935897435897436,"PRJEB27928",5,3,10
0.846153846153846,"PRJEB27928",5,2,10
0.948717948717949,"PRJEB27928",5,1,10
0.967948717948718,"PRJEB27928",4,5,10
0.974358974358974,"PRJEB27928",4,4,10
1,"PRJEB27928",4,3,10
0.974358974358974,"PRJEB27928",4,2,10
0.919871794871795,"PRJEB27928",4,1,10
0.974358974358974,"PRJEB27928",3,5,10
0.967948717948718,"PRJEB27928",3,4,10
0.961538461538462,"PRJEB27928",3,3,10
0.980769230769231,"PRJEB27928",3,2,10
0.980769230769231,"PRJEB27928",3,1,10
0.993589743589744,"PRJEB27928",2,5,10
0.974358974358974,"PRJEB27928",2,4,10
0.974358974358974,"PRJEB27928",2,3,10
0.987179487179487,"PRJEB27928",2,2,10
0.974358974358974,"PRJEB27928",2,1,10
0.993589743589744,"PRJEB27928",1,5,10
0.923076923076923,"PRJEB27928",1,4,10
0.993589743589744,"PRJEB27928",1,3,10
1,"PRJEB27928",1,2,10
0.826923076923077,"PRJEB27928",1,1,10
0.8671875,"PRJDB4176",10,5,10
0.96875,"PRJDB4176",10,4,10
0.953125,"PRJDB4176",10,3,10
0.890625,"PRJDB4176",10,2,10
0.8125,"PRJDB4176",10,1,10
0.765625,"PRJDB4176",9,5,10
0.84375,"PRJDB4176",9,4,10
0.8671875,"PRJDB4176",9,3,10
0.828125,"PRJDB4176",9,2,10
0.859375,"PRJDB4176",9,1,10
0.7109375,"PRJDB4176",8,5,10
0.84375,"PRJDB4176",8,4,10
0.78125,"PRJDB4176",8,3,10
0.8671875,"PRJDB4176",8,2,10
0.828125,"PRJDB4176",8,1,10
0.84375,"PRJDB4176",7,5,10
0.9375,"PRJDB4176",7,4,10
0.765625,"PRJDB4176",7,3,10
0.828125,"PRJDB4176",7,2,10
0.984375,"PRJDB4176",7,1,10
0.84375,"PRJDB4176",6,5,10
0.859375,"PRJDB4176",6,4,10
0.84375,"PRJDB4176",6,3,10
0.90625,"PRJDB4176",6,2,10
0.90625,"PRJDB4176",6,1,10
0.7890625,"PRJDB4176",5,5,10
0.8671875,"PRJDB4176",5,4,10
0.859375,"PRJDB4176",5,3,10
0.921875,"PRJDB4176",5,2,10
0.78125,"PRJDB4176",5,1,10
0.6328125,"PRJDB4176",4,5,10
0.921875,"PRJDB4176",4,4,10
0.859375,"PRJDB4176",4,3,10
0.90625,"PRJDB4176",4,2,10
1,"PRJDB4176",4,1,10
0.78125,"PRJDB4176",3,5,10
0.828125,"PRJDB4176",3,4,10
0.96875,"PRJDB4176",3,3,10
0.84375,"PRJDB4176",3,2,10
0.96875,"PRJDB4176",3,1,10
0.84375,"PRJDB4176",2,5,10
0.859375,"PRJDB4176",2,4,10
0.953125,"PRJDB4176",2,3,10
0.8515625,"PRJDB4176",2,2,10
0.96875,"PRJDB4176",2,1,10
0.921875,"PRJDB4176",1,5,10
0.84375,"PRJDB4176",1,4,10
0.84375,"PRJDB4176",1,3,10
0.78125,"PRJDB4176",1,2,10
0.921875,"PRJDB4176",1,1,10
0.8,"ZellerG_2014",10,5,10
0.825757575757576,"ZellerG_2014",10,4,10
0.833333333333333,"ZellerG_2014",10,3,10
0.977272727272727,"ZellerG_2014",10,2,10
0.8,"ZellerG_2014",10,1,10
0.858333333333333,"ZellerG_2014",9,5,10
0.734848484848485,"ZellerG_2014",9,4,10
0.692307692307692,"ZellerG_2014",9,3,10
0.875,"ZellerG_2014",9,2,10
0.895104895104895,"ZellerG_2014",9,1,10
0.795454545454546,"ZellerG_2014",8,5,10
0.820833333333333,"ZellerG_2014",8,4,10
0.833333333333333,"ZellerG_2014",8,3,10
0.71969696969697,"ZellerG_2014",8,2,10
0.875,"ZellerG_2014",8,1,10
0.833333333333333,"ZellerG_2014",7,5,10
0.8125,"ZellerG_2014",7,4,10
0.863636363636364,"ZellerG_2014",7,3,10
0.916666666666667,"ZellerG_2014",7,2,10
0.742424242424242,"ZellerG_2014",7,1,10
0.730769230769231,"ZellerG_2014",6,5,10
0.757575757575758,"ZellerG_2014",6,4,10
0.7625,"ZellerG_2014",6,3,10
0.795454545454546,"ZellerG_2014",6,2,10
0.797202797202797,"ZellerG_2014",6,1,10
0.908333333333333,"ZellerG_2014",5,5,10
0.958041958041958,"ZellerG_2014",5,4,10
0.596153846153846,"ZellerG_2014",5,3,10
0.708333333333333,"ZellerG_2014",5,2,10
0.901515151515151,"ZellerG_2014",5,1,10
0.833333333333333,"ZellerG_2014",4,5,10
0.891666666666667,"ZellerG_2014",4,4,10
0.783333333333333,"ZellerG_2014",4,3,10
0.75,"ZellerG_2014",4,2,10
0.877622377622378,"ZellerG_2014",4,1,10
0.731060606060606,"ZellerG_2014",3,5,10
0.883333333333333,"ZellerG_2014",3,4,10
0.786713286713287,"ZellerG_2014",3,3,10
0.838461538461539,"ZellerG_2014",3,2,10
0.939393939393939,"ZellerG_2014",3,1,10
0.799242424242424,"ZellerG_2014",2,5,10
0.725,"ZellerG_2014",2,4,10
0.621212121212121,"ZellerG_2014",2,3,10
0.890151515151515,"ZellerG_2014",2,2,10
0.916666666666667,"ZellerG_2014",2,1,10
0.671328671328671,"ZellerG_2014",1,5,10
0.783333333333333,"ZellerG_2014",1,4,10
0.787878787878788,"ZellerG_2014",1,3,10
0.848484848484849,"ZellerG_2014",1,2,10
0.643939393939394,"ZellerG_2014",1,1,10
0.839393939393939,"YuJ_2015",10,5,10
0.906666666666667,"YuJ_2015",10,4,10
0.993333333333333,"YuJ_2015",10,3,10
0.8,"YuJ_2015",10,2,10
0.866666666666667,"YuJ_2015",10,1,10
0.827272727272727,"YuJ_2015",9,5,10
0.893333333333333,"YuJ_2015",9,4,10
0.884848484848485,"YuJ_2015",9,3,10
0.86,"YuJ_2015",9,2,10
0.927272727272727,"YuJ_2015",9,1,10
0.846666666666667,"YuJ_2015",8,5,10
0.842424242424242,"YuJ_2015",8,4,10
0.906666666666667,"YuJ_2015",8,3,10
0.97,"YuJ_2015",8,2,10
0.909090909090909,"YuJ_2015",8,1,10
0.975757575757576,"YuJ_2015",7,5,10
0.721212121212121,"YuJ_2015",7,4,10
0.88,"YuJ_2015",7,3,10
0.821212121212121,"YuJ_2015",7,2,10
0.927272727272727,"YuJ_2015",7,1,10
0.921212121212121,"YuJ_2015",6,5,10
0.848484848484848,"YuJ_2015",6,4,10
0.703030303030303,"YuJ_2015",6,3,10
0.866666666666667,"YuJ_2015",6,2,10
0.913333333333333,"YuJ_2015",6,1,10
0.866666666666667,"YuJ_2015",5,5,10
0.693333333333333,"YuJ_2015",5,4,10
0.981818181818182,"YuJ_2015",5,3,10
0.92,"YuJ_2015",5,2,10
0.860606060606061,"YuJ_2015",5,1,10
0.745454545454545,"YuJ_2015",4,5,10
0.973333333333333,"YuJ_2015",4,4,10
0.87,"YuJ_2015",4,3,10
0.866666666666667,"YuJ_2015",4,2,10
0.896969696969697,"YuJ_2015",4,1,10
0.884848484848485,"YuJ_2015",3,5,10
0.906666666666667,"YuJ_2015",3,4,10
0.824242424242424,"YuJ_2015",3,3,10
0.854545454545455,"YuJ_2015",3,2,10
0.803030303030303,"YuJ_2015",3,1,10
0.909090909090909,"YuJ_2015",2,5,10
0.915151515151515,"YuJ_2015",2,4,10
0.854545454545455,"YuJ_2015",2,3,10
0.853333333333333,"YuJ_2015",2,2,10
0.85,"YuJ_2015",2,1,10
0.696969696969697,"YuJ_2015",1,5,10
0.9,"YuJ_2015",1,4,10
0.890909090909091,"YuJ_2015",1,3,10
0.88,"YuJ_2015",1,2,10
0.9,"YuJ_2015",1,1,10
0.654545454545455,"VogtmannE_2016",10,5,10
0.865,"VogtmannE_2016",10,4,10
0.8,"VogtmannE_2016",10,3,10
0.82,"VogtmannE_2016",10,2,10
0.954545454545454,"VogtmannE_2016",10,1,10
0.795454545454545,"VogtmannE_2016",9,5,10
0.714876033057851,"VogtmannE_2016",9,4,10
0.604545454545455,"VogtmannE_2016",9,3,10
0.695454545454545,"VogtmannE_2016",9,2,10
0.735537190082645,"VogtmannE_2016",9,1,10
0.61,"VogtmannE_2016",8,5,10
0.881818181818182,"VogtmannE_2016",8,4,10
0.68,"VogtmannE_2016",8,3,10
0.9,"VogtmannE_2016",8,2,10
0.736363636363636,"VogtmannE_2016",8,1,10
0.654545454545455,"VogtmannE_2016",7,5,10
0.65,"VogtmannE_2016",7,4,10
0.557851239669422,"VogtmannE_2016",7,3,10
0.645454545454545,"VogtmannE_2016",7,2,10
0.58,"VogtmannE_2016",7,1,10
0.672727272727273,"VogtmannE_2016",6,5,10
0.61,"VogtmannE_2016",6,4,10
0.590909090909091,"VogtmannE_2016",6,3,10
0.845454545454545,"VogtmannE_2016",6,2,10
0.677685950413223,"VogtmannE_2016",6,1,10
0.690909090909091,"VogtmannE_2016",5,5,10
0.73,"VogtmannE_2016",5,4,10
0.731818181818182,"VogtmannE_2016",5,3,10
0.49,"VogtmannE_2016",5,2,10
0.754545454545455,"VogtmannE_2016",5,1,10
0.694214876033058,"VogtmannE_2016",4,5,10
0.88,"VogtmannE_2016",4,4,10
0.695454545454545,"VogtmannE_2016",4,3,10
0.509090909090909,"VogtmannE_2016",4,2,10
0.826446280991736,"VogtmannE_2016",4,1,10
0.725,"VogtmannE_2016",3,5,10
0.74,"VogtmannE_2016",3,4,10
0.570247933884298,"VogtmannE_2016",3,3,10
0.7,"VogtmannE_2016",3,2,10
0.69,"VogtmannE_2016",3,1,10
0.776859504132231,"VogtmannE_2016",2,5,10
0.7,"VogtmannE_2016",2,4,10
