"Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Precision","Recall","F1","Prevalence","Detection.Rate","Detection.Prevalence","Balanced.Accuracy","Study","RepeatTimes","Fold","FeatureCount"
0.92,0.833333333333333,0.739694157894786,0.990160409981202,0.6,0.000429297349251938,1,0.9,0.933333333333333,0.9,0.933333333333333,0.9,0.9,0.9,0.4,0.36,0.4,0.916666666666667,"YuJ_2015",10,1,30
0.692307692307692,0.36969696969697,0.482103563554258,0.856740002072296,0.576923076923077,0.160582013455836,1,0.636363636363636,0.733333333333333,0.636363636363636,0.733333333333333,0.636363636363636,0.636363636363636,0.636363636363636,0.423076923076923,0.269230769230769,0.423076923076923,0.684848484848485,"YuJ_2015",9,5,30
0.846153846153846,0.684848484848485,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,1,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.818181818181818,0.818181818181818,0.423076923076923,0.346153846153846,0.423076923076923,0.842424242424243,"YuJ_2015",9,4,30
0.84,0.666666666666667,0.639171545540728,0.95462054762829,0.6,0.00947083092519007,1,0.8,0.866666666666667,0.8,0.866666666666667,0.8,0.8,0.8,0.4,0.32,0.4,0.833333333333333,"YuJ_2015",9,3,30
0.88,0.754098360655738,0.687809692713765,0.974534603352267,0.6,0.00236676882981011,1,0.9,0.866666666666667,0.818181818181818,0.928571428571428,0.818181818181818,0.9,0.857142857142857,0.4,0.36,0.44,0.883333333333333,"YuJ_2015",9,2,30
0.84,0.655172413793103,0.639171545540728,0.95462054762829,0.6,0.00947083092519007,0.617075077451974,0.7,0.933333333333333,0.875,0.823529411764706,0.875,0.7,0.777777777777778,0.4,0.28,0.32,0.816666666666667,"YuJ_2015",9,1,30
0.769230769230769,0.538461538461539,0.563524903058613,0.910259889115425,0.576923076923077,0.0340255902876405,0.683091398309609,0.818181818181818,0.733333333333333,0.692307692307692,0.846153846153846,0.692307692307692,0.818181818181818,0.75,0.423076923076923,0.346153846153846,0.5,0.775757575757576,"YuJ_2015",8,5,30
0.807692307692308,0.601226993865031,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,1,0.727272727272727,0.866666666666667,0.8,0.8125,0.8,0.727272727272727,0.761904761904762,0.423076923076923,0.307692307692308,0.384615384615385,0.796969696969697,"YuJ_2015",8,4,30
0.76,0.516129032258065,0.548711982183314,0.906435560668257,0.6,0.0735652578301738,0.683091398309609,0.8,0.733333333333333,0.666666666666667,0.846153846153846,0.666666666666667,0.8,0.727272727272727,0.4,0.32,0.48,0.766666666666667,"YuJ_2015",8,3,30
0.76,0.482758620689655,0.548711982183314,0.906435560668257,0.6,0.0735652578301738,0.683091398309609,0.6,0.866666666666667,0.75,0.764705882352941,0.75,0.6,0.666666666666667,0.4,0.24,0.32,0.733333333333333,"YuJ_2015",8,2,30
0.68,0.310344827586207,0.464999282502628,0.85050457738643,0.6,0.273531450144573,0.723673609831763,0.5,0.8,0.625,0.705882352941177,0.625,0.5,0.555555555555556,0.4,0.2,0.32,0.65,"YuJ_2015",8,1,30
0.846153846153846,0.677018633540373,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,0.617075077451974,0.727272727272727,0.933333333333333,0.888888888888889,0.823529411764706,0.888888888888889,0.727272727272727,0.8,0.423076923076923,0.307692307692308,0.346153846153846,0.83030303030303,"YuJ_2015",7,5,30
0.68,0.333333333333333,0.464999282502628,0.85050457738643,0.6,0.273531450144573,1,0.6,0.733333333333333,0.6,0.733333333333333,0.6,0.6,0.6,0.4,0.24,0.4,0.666666666666667,"YuJ_2015",7,4,30
0.807692307692308,0.610778443113772,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,1,0.818181818181818,0.8,0.75,0.857142857142857,0.75,0.818181818181818,0.782608695652174,0.423076923076923,0.346153846153846,0.461538461538462,0.809090909090909,"YuJ_2015",7,3,30
0.846153846153846,0.692307692307692,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,0.617075077451974,0.909090909090909,0.8,0.769230769230769,0.923076923076923,0.769230769230769,0.909090909090909,0.833333333333333,0.423076923076923,0.384615384615385,0.5,0.854545454545454,"YuJ_2015",7,2,30
0.884615384615385,0.760736196319018,0.698459599892432,0.975541924682038,0.576923076923077,0.000750756922359313,1,0.818181818181818,0.933333333333333,0.9,0.875,0.9,0.818181818181818,0.857142857142857,0.423076923076923,0.346153846153846,0.384615384615385,0.875757575757576,"YuJ_2015",7,1,30
0.84,0.655172413793103,0.639171545540728,0.95462054762829,0.6,0.00947083092519007,0.617075077451974,0.7,0.933333333333333,0.875,0.823529411764706,0.875,0.7,0.777777777777778,0.4,0.28,0.32,0.816666666666667,"YuJ_2015",6,5,30
0.807692307692308,0.619883040935673,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,0.371093369522698,0.909090909090909,0.733333333333333,0.714285714285714,0.916666666666667,0.714285714285714,0.909090909090909,0.8,0.423076923076923,0.384615384615385,0.538461538461538,0.821212121212121,"YuJ_2015",6,4,30
0.807692307692308,0.610778443113772,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,1,0.818181818181818,0.8,0.75,0.857142857142857,0.75,0.818181818181818,0.782608695652174,0.423076923076923,0.346153846153846,0.461538461538462,0.809090909090909,"YuJ_2015",6,3,30
0.8,0.603174603174603,0.592962567721323,0.931688535987516,0.6,0.029362204792254,0.371093369522698,0.9,0.733333333333333,0.692307692307692,0.916666666666667,0.692307692307692,0.9,0.782608695652174,0.4,0.36,0.52,0.816666666666667,"YuJ_2015",6,2,30
0.76,0.5,0.548711982183314,0.906435560668257,0.6,0.0735652578301738,1,0.7,0.8,0.7,0.8,0.7,0.7,0.7,0.4,0.28,0.4,0.75,"YuJ_2015",6,1,30
0.76,0.516129032258065,0.548711982183314,0.906435560668257,0.6,0.0735652578301738,0.683091398309609,0.8,0.733333333333333,0.666666666666667,0.846153846153846,0.666666666666667,0.8,0.727272727272727,0.4,0.32,0.48,0.766666666666667,"YuJ_2015",5,5,30
0.923076923076923,0.842424242424243,0.748697083304626,0.990544608996287,0.576923076923077,0.000119881927090351,1,0.909090909090909,0.933333333333333,0.909090909090909,0.933333333333333,0.909090909090909,0.909090909090909,0.909090909090909,0.423076923076923,0.384615384615385,0.423076923076923,0.921212121212121,"YuJ_2015",5,4,30
0.72,0.444444444444444,0.506123178193745,0.879283311495933,0.6,0.153551734755933,0.449691797968891,0.8,0.666666666666667,0.615384615384616,0.833333333333333,0.615384615384615,0.8,0.695652173913043,0.4,0.32,0.52,0.733333333333333,"YuJ_2015",5,3,30
0.807692307692308,0.610778443113772,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,1,0.818181818181818,0.8,0.75,0.857142857142857,0.75,0.818181818181818,0.782608695652174,0.423076923076923,0.346153846153846,0.461538461538462,0.809090909090909,"YuJ_2015",5,2,30
0.846153846153846,0.692307692307692,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,0.617075077451974,0.909090909090909,0.8,0.769230769230769,0.923076923076923,0.769230769230769,0.909090909090909,0.833333333333333,0.423076923076923,0.384615384615385,0.5,0.854545454545454,"YuJ_2015",5,1,30
0.846153846153846,0.684848484848485,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,1,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.818181818181818,0.818181818181818,0.423076923076923,0.346153846153846,0.423076923076923,0.842424242424243,"YuJ_2015",4,5,30
0.769230769230769,0.538461538461539,0.563524903058613,0.910259889115425,0.576923076923077,0.0340255902876405,0.683091398309609,0.818181818181818,0.733333333333333,0.692307692307692,0.846153846153846,0.692307692307692,0.818181818181818,0.75,0.423076923076923,0.346153846153846,0.5,0.775757575757576,"YuJ_2015",4,4,30
0.692307692307692,0.337579617834395,0.482103563554258,0.856740002072296,0.576923076923077,0.160582013455836,0.288844366346485,0.454545454545455,0.866666666666667,0.714285714285714,0.684210526315789,0.714285714285714,0.454545454545455,0.555555555555556,0.423076923076923,0.192307692307692,0.269230769230769,0.660606060606061,"YuJ_2015",4,3,30
0.807692307692308,0.610778443113772,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,1,0.818181818181818,0.8,0.75,0.857142857142857,0.75,0.818181818181818,0.782608695652174,0.423076923076923,0.346153846153846,0.461538461538462,0.809090909090909,"YuJ_2015",4,2,30
0.72,0.406779661016949,0.506123178193745,0.879283311495933,0.6,0.153551734755933,1,0.6,0.8,0.666666666666667,0.75,0.666666666666667,0.6,0.631578947368421,0.4,0.24,0.36,0.7,"YuJ_2015",4,1,30
0.923076923076923,0.838509316770186,0.748697083304626,0.990544608996287,0.576923076923077,0.000119881927090351,0.479500122186953,0.818181818181818,1,1,0.882352941176471,1,0.818181818181818,0.9,0.423076923076923,0.346153846153846,0.346153846153846,0.909090909090909,"YuJ_2015",3,5,30
0.884615384615385,0.771929824561403,0.698459599892432,0.975541924682038,0.576923076923077,0.000750756922359313,0.248213078989924,1,0.8,0.785714285714286,1,0.785714285714286,1,0.88,0.423076923076923,0.423076923076923,0.538461538461538,0.9,"YuJ_2015",3,4,30
0.846153846153846,0.692307692307692,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,0.617075077451974,0.909090909090909,0.8,0.769230769230769,0.923076923076923,0.769230769230769,0.909090909090909,0.833333333333333,0.423076923076923,0.384615384615385,0.5,0.854545454545454,"YuJ_2015",3,3,30
0.653846153846154,0.29940119760479,0.44332807395761,0.827855861994334,0.576923076923077,0.278496184423893,1,0.636363636363636,0.666666666666667,0.583333333333333,0.714285714285714,0.583333333333333,0.636363636363636,0.608695652173913,0.423076923076923,0.269230769230769,0.461538461538462,0.651515151515151,"YuJ_2015",3,2,30
0.88,0.754098360655738,0.687809692713765,0.974534603352267,0.6,0.00236676882981011,1,0.9,0.866666666666667,0.818181818181818,0.928571428571428,0.818181818181818,0.9,0.857142857142857,0.4,0.36,0.44,0.883333333333333,"YuJ_2015",3,1,30
0.692307692307692,0.337579617834395,0.482103563554258,0.856740002072296,0.576923076923077,0.160582013455836,0.288844366346485,0.454545454545455,0.866666666666667,0.714285714285714,0.684210526315789,0.714285714285714,0.454545454545455,0.555555555555556,0.423076923076923,0.192307692307692,0.269230769230769,0.660606060606061,"YuJ_2015",2,5,30
0.846153846153846,0.677018633540373,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,0.617075077451974,0.727272727272727,0.933333333333333,0.888888888888889,0.823529411764706,0.888888888888889,0.727272727272727,0.8,0.423076923076923,0.307692307692308,0.346153846153846,0.83030303030303,"YuJ_2015",2,4,30
0.846153846153846,0.692307692307692,0.651321214464639,0.956436523461076,0.576923076923077,0.00341094648574343,0.617075077451974,0.909090909090909,0.8,0.769230769230769,0.923076923076923,0.769230769230769,0.909090909090909,0.833333333333333,0.423076923076923,0.384615384615385,0.5,0.854545454545454,"YuJ_2015",2,3,30
0.807692307692308,0.610778443113772,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,1,0.818181818181818,0.8,0.75,0.857142857142857,0.75,0.818181818181818,0.782608695652174,0.423076923076923,0.346153846153846,0.461538461538462,0.809090909090909,"YuJ_2015",2,2,30
0.84,0.67741935483871,0.639171545540728,0.95462054762829,0.6,0.00947083092519007,0.617075077451974,0.9,0.8,0.75,0.923076923076923,0.75,0.9,0.818181818181818,0.4,0.36,0.48,0.85,"YuJ_2015",2,1,30
0.68,0.354838709677419,0.464999282502628,0.85050457738643,0.6,0.273531450144573,0.723673609831763,0.7,0.666666666666667,0.583333333333333,0.769230769230769,0.583333333333333,0.7,0.636363636363636,0.4,0.28,0.48,0.683333333333333,"YuJ_2015",1,5,30
0.769230769230769,0.538461538461539,0.563524903058613,0.910259889115425,0.576923076923077,0.0340255902876405,0.683091398309609,0.818181818181818,0.733333333333333,0.692307692307692,0.846153846153846,0.692307692307692,0.818181818181818,0.75,0.423076923076923,0.346153846153846,0.5,0.775757575757576,"YuJ_2015",1,4,30
0.76,0.516129032258065,0.548711982183314,0.906435560668257,0.6,0.0735652578301738,0.683091398309609,0.8,0.733333333333333,0.666666666666667,0.846153846153846,0.666666666666667,0.8,0.727272727272727,0.4,0.32,0.48,0.766666666666667,"YuJ_2015",1,3,30
0.8,0.576271186440678,0.592962567721323,0.931688535987516,0.6,0.029362204792254,1,0.7,0.866666666666667,0.777777777777778,0.8125,0.777777777777778,0.7,0.736842105263158,0.4,0.28,0.36,0.783333333333333,"YuJ_2015",1,2,30
0.807692307692308,0.619883040935673,0.606494472060678,0.934451891263217,0.576923076923077,0.0119944914769295,0.371093369522698,0.909090909090909,0.733333333333333,0.714285714285714,0.916666666666667,0.714285714285714,0.909090909090909,0.8,0.423076923076923,0.384615384615385,0.538461538461538,0.821212121212121,"YuJ_2015",1,1,30
0.666666666666667,0.346666666666667,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,0.130570018115737,0.9,0.454545454545455,0.6,0.833333333333333,0.6,0.9,0.72,0.476190476190476,0.428571428571429,0.714285714285714,0.677272727272727,"VogtmannE_2016",10,5,30
0.761904761904762,0.520547945205479,0.528340172345379,0.917824124406977,0.523809523809524,0.022692313903599,1,0.818181818181818,0.7,0.75,0.777777777777778,0.75,0.818181818181818,0.782608695652174,0.523809523809524,0.428571428571429,0.571428571428571,0.759090909090909,"VogtmannE_2016",10,4,30
0.80952380952381,0.614678899082569,0.580933958816472,0.945536431821593,0.523809523809524,0.00668859756952662,0.617075077451974,0.909090909090909,0.7,0.769230769230769,0.875,0.769230769230769,0.909090909090909,0.833333333333333,0.523809523809524,0.476190476190476,0.619047619047619,0.804545454545454,"VogtmannE_2016",10,3,30
0.619047619047619,0.243243243243243,0.384354390378646,0.818928374459827,0.523809523809524,0.257305844906049,0.723673609831763,0.7,0.545454545454545,0.583333333333333,0.666666666666667,0.583333333333333,0.7,0.636363636363636,0.476190476190476,0.333333333333333,0.571428571428571,0.622727272727273,"VogtmannE_2016",10,2,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,0.130570018115737,0.9,0.4,0.6,0.8,0.6,0.9,0.72,0.5,0.45,0.75,0.65,"VogtmannE_2016",10,1,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,0.130570018115737,0.9,0.4,0.6,0.8,0.6,0.9,0.72,0.5,0.45,0.75,0.65,"VogtmannE_2016",9,5,30
0.523809523809524,0.0707964601769913,0.297806838783643,0.742869373593593,0.523809523809524,0.587436685715458,0.113846298006658,0.8,0.272727272727273,0.5,0.6,0.5,0.8,0.615384615384615,0.476190476190476,0.380952380952381,0.761904761904762,0.536363636363636,"VogtmannE_2016",9,4,30
0.7,0.4,0.457210817723711,0.881068409594272,0.5,0.0576591491699219,0.220671361919847,0.9,0.5,0.642857142857143,0.833333333333333,0.642857142857143,0.9,0.75,0.5,0.45,0.7,0.7,"VogtmannE_2016",9,3,30
0.666666666666667,0.334841628959276,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,1,0.636363636363636,0.7,0.7,0.636363636363636,0.7,0.636363636363636,0.666666666666667,0.523809523809524,0.333333333333333,0.476190476190476,0.668181818181818,"VogtmannE_2016",9,2,30
0.761904761904762,0.52914798206278,0.528340172345379,0.917824124406977,0.523809523809524,0.022692313903599,0.371093369522698,0.9,0.636363636363636,0.692307692307692,0.875,0.692307692307692,0.9,0.782608695652174,0.476190476190476,0.428571428571429,0.619047619047619,0.768181818181818,"VogtmannE_2016",9,1,30
0.666666666666667,0.340807174887892,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,0.449691797968891,0.8,0.545454545454545,0.615384615384615,0.75,0.615384615384615,0.8,0.695652173913043,0.476190476190476,0.380952380952381,0.619047619047619,0.672727272727273,"VogtmannE_2016",8,5,30
0.714285714285714,0.416666666666667,0.478248881752886,0.887190596078059,0.523809523809524,0.0614892019861987,0.220671361919847,0.909090909090909,0.5,0.666666666666667,0.833333333333333,0.666666666666667,0.909090909090909,0.769230769230769,0.523809523809524,0.476190476190476,0.714285714285714,0.704545454545455,"VogtmannE_2016",8,4,30
0.380952380952381,-0.235294117647059,0.181071625540173,0.615645609621354,0.523809523809524,0.937303090937413,1,0.363636363636364,0.4,0.4,0.363636363636364,0.4,0.363636363636364,0.380952380952381,0.523809523809524,0.19047619047619,0.476190476190476,0.381818181818182,"VogtmannE_2016",8,3,30
0.571428571428571,0.129032258064516,0.340206309280275,0.78180314311487,0.523809523809524,0.415194507901853,0.504985075093846,0.727272727272727,0.4,0.571428571428571,0.571428571428571,0.571428571428571,0.727272727272727,0.64,0.523809523809524,0.380952380952381,0.666666666666667,0.563636363636364,"VogtmannE_2016",8,2,30
0.666666666666667,0.328767123287671,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,1,0.6,0.727272727272727,0.666666666666667,0.666666666666667,0.666666666666667,0.6,0.631578947368421,0.476190476190476,0.285714285714286,0.428571428571429,0.663636363636364,"VogtmannE_2016",8,1,30
0.666666666666667,0.352422907488987,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,0.0233422020128909,1,0.363636363636364,0.588235294117647,1,0.588235294117647,1,0.740740740740741,0.476190476190476,0.476190476190476,0.80952380952381,0.681818181818182,"VogtmannE_2016",7,5,30
0.571428571428571,0.152466367713004,0.340206309280275,0.78180314311487,0.523809523809524,0.415194507901853,0.504985075093846,0.7,0.454545454545455,0.538461538461538,0.625,0.538461538461538,0.7,0.608695652173913,0.476190476190476,0.333333333333333,0.619047619047619,0.577272727272727,"VogtmannE_2016",7,4,30
0.619047619047619,0.25,0.384354390378646,0.818928374459827,0.523809523809524,0.257305844906049,0.288844366346485,0.8,0.454545454545455,0.571428571428571,0.714285714285714,0.571428571428571,0.8,0.666666666666667,0.476190476190476,0.380952380952381,0.666666666666667,0.627272727272727,"VogtmannE_2016",7,3,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,0.449691797968891,0.8,0.5,0.615384615384615,0.714285714285714,0.615384615384615,0.8,0.695652173913043,0.5,0.4,0.65,0.65,"VogtmannE_2016",7,2,30
0.619047619047619,0.25,0.384354390378646,0.818928374459827,0.523809523809524,0.257305844906049,0.288844366346485,0.8,0.454545454545455,0.571428571428571,0.714285714285714,0.571428571428571,0.8,0.666666666666667,0.476190476190476,0.380952380952381,0.666666666666667,0.627272727272727,"VogtmannE_2016",7,1,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,0.449691797968891,0.8,0.5,0.615384615384615,0.714285714285714,0.615384615384615,0.8,0.695652173913043,0.5,0.4,0.65,0.65,"VogtmannE_2016",6,5,30
0.75,0.5,0.508954128292042,0.913428530898565,0.5,0.0206947326660156,0.371093369522698,0.9,0.6,0.692307692307692,0.857142857142857,0.692307692307692,0.9,0.782608695652174,0.5,0.45,0.65,0.75,"VogtmannE_2016",6,4,30
0.8,0.6,0.563385997003332,0.942666002949967,0.5,0.00590896606445313,0.617075077451974,0.9,0.7,0.75,0.875,0.75,0.9,0.818181818181818,0.5,0.45,0.6,0.8,"VogtmannE_2016",6,3,30
0.8,0.6,0.563385997003332,0.942666002949967,0.5,0.00590896606445313,0.133614402537715,1,0.6,0.714285714285714,1,0.714285714285714,1,0.833333333333333,0.5,0.5,0.7,0.8,"VogtmannE_2016",6,2,30
0.714285714285714,0.416666666666667,0.478248881752886,0.887190596078059,0.523809523809524,0.0614892019861987,0.220671361919847,0.909090909090909,0.5,0.666666666666667,0.833333333333333,0.666666666666667,0.909090909090909,0.769230769230769,0.523809523809524,0.476190476190476,0.714285714285714,0.704545454545455,"VogtmannE_2016",6,1,30
0.666666666666667,0.334841628959276,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,1,0.7,0.636363636363636,0.636363636363636,0.7,0.636363636363636,0.7,0.666666666666667,0.476190476190476,0.333333333333333,0.523809523809524,0.668181818181818,"VogtmannE_2016",5,5,30
0.681818181818182,0.363636363636364,0.45127557242623,0.861353478446202,0.5,0.0669002532958985,0.449691797968891,0.818181818181818,0.545454545454545,0.642857142857143,0.75,0.642857142857143,0.818181818181818,0.72,0.5,0.409090909090909,0.636363636363636,0.681818181818182,"VogtmannE_2016",5,4,30
0.523809523809524,0.0186915887850468,0.297806838783643,0.742869373593593,0.523809523809524,0.587436685715458,0.113846298006658,0.818181818181818,0.2,0.529411764705882,0.5,0.529411764705882,0.818181818181818,0.642857142857143,0.523809523809524,0.428571428571429,0.80952380952381,0.509090909090909,"VogtmannE_2016",5,3,30
0.636363636363636,0.272727272727273,0.406576668825647,0.828020562353668,0.5,0.143139362335205,0.723673609831763,0.727272727272727,0.545454545454545,0.615384615384615,0.666666666666667,0.615384615384615,0.727272727272727,0.666666666666667,0.5,0.363636363636364,0.590909090909091,0.636363636363636,"VogtmannE_2016",5,2,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,0.449691797968891,0.8,0.5,0.615384615384615,0.714285714285714,0.615384615384615,0.8,0.695652173913043,0.5,0.4,0.65,0.65,"VogtmannE_2016",5,1,30
0.7,0.4,0.457210817723711,0.881068409594272,0.5,0.0576591491699219,0.683091398309609,0.8,0.6,0.666666666666667,0.75,0.666666666666667,0.8,0.727272727272727,0.5,0.4,0.6,0.7,"VogtmannE_2016",4,5,30
0.761904761904762,0.524886877828054,0.528340172345379,0.917824124406977,0.523809523809524,0.022692313903599,1,0.8,0.727272727272727,0.727272727272727,0.8,0.727272727272727,0.8,0.761904761904762,0.476190476190476,0.380952380952381,0.523809523809524,0.763636363636364,"VogtmannE_2016",4,4,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,1,0.7,0.6,0.636363636363636,0.666666666666667,0.636363636363636,0.7,0.666666666666667,0.5,0.35,0.55,0.65,"VogtmannE_2016",4,3,30
0.523809523809524,0.0625000000000001,0.297806838783643,0.742869373593593,0.523809523809524,0.587436685715458,0.342781711147911,0.7,0.363636363636364,0.5,0.571428571428571,0.5,0.7,0.583333333333333,0.476190476190476,0.333333333333333,0.666666666666667,0.531818181818182,"VogtmannE_2016",4,2,30
0.714285714285714,0.4375,0.478248881752886,0.887190596078059,0.523809523809524,0.0614892019861987,0.220671361919847,0.9,0.545454545454545,0.642857142857143,0.857142857142857,0.642857142857143,0.9,0.75,0.476190476190476,0.428571428571429,0.666666666666667,0.722727272727273,"VogtmannE_2016",4,1,30
0.761904761904762,0.516129032258065,0.528340172345379,0.917824124406977,0.523809523809524,0.022692313903599,0.371093369522698,0.909090909090909,0.6,0.714285714285714,0.857142857142857,0.714285714285714,0.909090909090909,0.8,0.523809523809524,0.476190476190476,0.666666666666667,0.754545454545455,"VogtmannE_2016",3,5,30
0.727272727272727,0.454545454545455,0.497778798733651,0.892710751629603,0.5,0.0262393951416016,0.220671361919847,0.909090909090909,0.545454545454545,0.666666666666667,0.857142857142857,0.666666666666667,0.909090909090909,0.769230769230769,0.5,0.454545454545455,0.681818181818182,0.727272727272727,"VogtmannE_2016",3,4,30
0.7,0.4,0.457210817723711,0.881068409594272,0.5,0.0576591491699219,0.683091398309609,0.8,0.6,0.666666666666667,0.75,0.666666666666667,0.8,0.727272727272727,0.5,0.4,0.6,0.7,"VogtmannE_2016",3,3,30
0.714285714285714,0.442477876106195,0.478248881752886,0.887190596078059,0.523809523809524,0.0614892019861987,0.0412268333371636,1,0.454545454545455,0.625,1,0.625,1,0.769230769230769,0.476190476190476,0.476190476190476,0.761904761904762,0.727272727272727,"VogtmannE_2016",3,2,30
0.666666666666667,0.316279069767442,0.430324517095876,0.854123057656903,0.523809523809524,0.13706755539386,0.130570018115737,0.909090909090909,0.4,0.625,0.8,0.625,0.909090909090909,0.740740740740741,0.523809523809524,0.476190476190476,0.761904761904762,0.654545454545455,"VogtmannE_2016",3,1,30
0.714285714285714,0.4375,0.478248881752886,0.887190596078059,0.523809523809524,0.0614892019861987,0.220671361919847,0.9,0.545454545454545,0.642857142857143,0.857142857142857,0.642857142857143,0.9,0.75,0.476190476190476,0.428571428571429,0.666666666666667,0.722727272727273,"VogtmannE_2016",2,5,30
0.55,0.1,0.315278133040549,0.769422103224076,0.5,0.411901473999024,0.0455002638963585,0.9,0.2,0.529411764705882,0.666666666666667,0.529411764705882,0.9,0.666666666666667,0.5,0.45,0.85,0.55,"VogtmannE_2016",2,4,30
0.55,0.1,0.315278133040549,0.769422103224076,0.5,0.411901473999024,0.504985075093846,0.7,0.4,0.538461538461539,0.571428571428571,0.538461538461538,0.7,0.608695652173913,0.5,0.35,0.65,0.55,"VogtmannE_2016",2,3,30
0.5,0,0.271957849560792,0.728042150439208,0.5,0.588098526000976,0.342781711147911,0.7,0.3,0.5,0.5,0.5,0.7,0.583333333333333,0.5,0.35,0.7,0.5,"VogtmannE_2016",2,2,30
0.727272727272727,0.454545454545455,0.497778798733651,0.892710751629603,0.5,0.0262393951416016,0.220671361919847,0.909090909090909,0.545454545454545,0.666666666666667,0.857142857142857,0.666666666666667,0.909090909090909,0.769230769230769,0.5,0.454545454545455,0.681818181818182,0.727272727272727,"VogtmannE_2016",2,1,30
0.65,0.3,0.407811465467172,0.846090795215459,0.5,0.131587982177734,0.449691797968891,0.8,0.5,0.615384615384615,0.714285714285714,0.615384615384615,0.8,0.695652173913043,0.5,0.4,0.65,0.65,"VogtmannE_2016",1,5,30
0.681818181818182,0.363636363636364,0.45127557242623,0.861353478446202,0.5,0.0669002532958985,0.449691797968891,0.818181818181818,0.545454545454545,0.642857142857143,0.75,0.642857142857143,0.818181818181818,0.72,0.5,0.409090909090909,0.636363636363636,0.681818181818182,"VogtmannE_2016",1,4,30
0.636363636363636,0.272727272727273,0.406576668825647,0.828020562353668,0.5,0.143139362335205,1,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.5,0.318181818181818,0.5,0.636363636363636,"VogtmannE_2016",1,3,30
0.80952380952381,0.611111111111111,0.580933958816472,0.945536431821593,0.523809523809524,0.00668859756952662,0.133614402537715,1,0.6,0.733333333333333,1,0.733333333333333,1,0.846153846153846,0.523809523809524,0.523809523809524,0.714285714285714,0.8,"VogtmannE_2016",1,2,30
0.571428571428571,0.16,0.340206309280275,0.78180314311487,0.523809523809524,0.415194507901853,0.182422439451736,0.8,0.363636363636364,0.533333333333333,0.666666666666667,0.533333333333333,0.8,0.64,0.476190476190476,0.380952380952381,0.714285714285714,0.581818181818182,"VogtmannE_2016",1,1,30
0.636363636363636,0.290322580645161,0.307904715011677,0.890736556180902,0.545454545454545,0.385277435376532,0.617075077451974,0.8,0.5,0.571428571428572,0.75,0.571428571428571,0.8,0.666666666666667,0.454545454545455,0.363636363636364,0.636363636363636,0.65,"ThomasAM_2018b",10,5,30
0.692307692307692,0.409090909090909,0.385738338249295,0.909079605427903,0.538461538461538,0.203292706924326,0.133614402537715,1,0.428571428571429,0.6,1,0.6,1,0.75,0.461538461538462,0.461538461538462,0.769230769230769,0.714285714285714,"ThomasAM_2018b",10,4,30
0.75,0.5,0.428141538121811,0.945139355472007,0.5,0.072998046875,1,0.666666666666667,0.833333333333333,0.8,0.714285714285714,0.8,0.666666666666667,0.727272727272727,0.5,0.333333333333333,0.416666666666667,0.75,"ThomasAM_2018b",10,3,30
0.923076923076923,0.847058823529412,0.639702564732123,0.998054371502653,0.538461538461538,0.00388447048462415,1,1,0.857142857142857,0.857142857142857,1,0.857142857142857,1,0.923076923076923,0.461538461538462,0.461538461538462,0.538461538461538,0.928571428571429,"ThomasAM_2018b",10,2,30
